,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,0,0,0,0.07930619,-0.023123082,0.05774509,8.94,-76.86,0.9,1.2593886,7.743085,5.3871183
2,0,0,0,0.00111544,0.18396023,-0.022278255,9.719999,-76.68,0.59999996,1.0151725,9.0288105,4.5275736
3,0,0,0,-0.10517511,0.07400449,0.15548353,8.88,-76.38,0.53999996,0.8284191,8.356019,3.9457648
4,-0.000909127,0.000133783,-0.000297639,-0.016599651,-0.11292027,0.036975674,8.82,-76.439995,0.24,1.036721,8.135746,3.5339496
5,0,0,0,-0.07524271,0.2566532,0.067518935,8.82,-76.979996,0.24,1.6592325,8.293768,4.4461684
6,0.002076498,0.001990636,-0.001740893,-0.13266405,0.13814534,0.11577729,9.24,-77.1,0.96,0.5889916,7.659285,4.723904
7,0,0,0,0.01516534,0.10210429,0.08462316,8.76,-76.799995,1.4399999,0.75659084,8.135746,4.819675
8,0,0,0,0.007834958,0.07461536,-0.033884697,8.22,-76.56,1.1999999,0.6368771,8.576292,5.1859994
9,0,0,0,-0.042255994,0.025135273,0.0821797,8.5199995,-76.14,0.59999996,1.4293821,10.111023,6.612987
10,-0.000769716,-1.93E-05,-0.001842211,0.001726305,-0.06649452,0.15914872,8.7,-76.56,1.0799999,1.211503,9.835681,4.807704
11,0,0,0,0.034713026,-0.3041211,-0.018613065,9.059999,-76.5,1.5,0.5363176,8.662486,4.2402606
12,0.001670896,-0.001739927,0.00115048,0.13000801,0.124706306,-0.08580824,9.12,-75.54,1.5,-0.42618093,9.110215,3.189174
13,0.005787522,-0.001115346,0.000264188,0.056093313,0.29086167,-0.013115277,8.22,-76.259995,1.02,-0.052674048,9.024022,4.616162
14,0,0,0,0.04693033,-0.24120198,0.019260582,8.5199995,-76.68,0.59999996,0.90982443,10.039194,4.285752
15,0,0,0,0.000504575,0.1528061,0.09989479,8.4,-77.1,0.71999997,0.36392978,9.505271,5.044737
16,0,0,0,-0.06302541,0.019637486,0.068740666,8.7,-77.04,-0.29999998,0.5458947,8.870789,4.680807
17,0.004973733,0.001256788,-0.000946333,-0.06730147,0.26581618,0.050414708,9.12,-76.2,0.17999999,0.7853221,9.033599,5.375147
18,0,0,0,-0.04775378,-0.3004559,0.08462316,8.94,-75.78,0.84,0.3615355,7.735902,4.8723493
19,0.007402067,0.000765798,0.001464475,-0.03370388,0.32812443,-0.06503882,8.22,-75.72,0.78,-0.4070267,8.2387,5.1213536
20,0,0,0,0.06036937,0.25604233,-0.044269405,8.76,-75.72,0.59999996,-0.22506183,8.411087,3.545921
21,-0.00015007,7.59E-05,-0.000436464,-0.013545326,-0.026788272,0.07790365,9.24,-76.14,0.48,1.7837347,8.679246,4.6832013
22,0,0,0,0.06953235,0.22061215,-0.016169604,9.9,-76.02,0.96,-0.23463893,8.633755,3.6273263
23,0,0,0,-0.037369072,-0.20516092,0.04491692,9.54,-76.2,1.02,0.22985038,8.025609,4.1181526
