,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,0.000253356,-7.69E-05,-3.10E-06,0.034383774,0.11333261,0.00139094,-35.7,-38.94,-0.29999998,-9.158101,-0.25139886,-0.531529
2,-1.98E-05,4.67E-05,4.31E-05,-0.03953092,-0.016781691,-0.036482703,-35.76,-39.36,-0.17999999,-9.225141,-0.37829542,-0.531529
3,-0.00031634,0.000148293,0.000148357,-0.055413418,-0.11818532,-0.05541953,-35.82,-39.12,0.12,-9.349643,-0.3974496,-0.3998439
4,-0.000594033,4.98E-05,0.000316532,-0.013263716,-0.15789156,-0.0841302,-35.46,-38.94,1.68,-9.799767,-0.2944958,0.18914771
5,-0.000101,-4.91E-05,1.10E-05,0.03194031,-0.06565091,-0.007161174,-35.399998,-39.239998,1.26,-9.881172,-0.43096948,0.37829542
6,0.000142306,-2.44E-05,-0.00011439,0.012392623,0.07240463,0.05820141,-36,-38.64,2.58,-9.850046,-0.3423813,0.38308397
7,0.000139542,-6.08E-05,-5.07E-05,0.033162042,0.076069824,0.027658146,-35.28,-37.62,2.9399998,-9.730332,-0.47885495,-0.11492519
8,0.000101711,1.03E-05,-4.07E-05,-0.007155065,0.07057203,0.02826901,-35.34,-36.96,3.24,-10.00328,-0.50758624,-0.34956414
9,3.50E-05,2.02E-05,3.59E-06,-0.023037562,0.040028777,-0.004106847,-34.559998,-36.78,3.12,-10.058349,-0.7709565,-0.28013015
10,-1.64E-05,3.06E-05,3.77E-07,-0.03586573,-0.01922515,-0.000441656,-34.68,-37.14,3.72,-9.732727,-0.44533512,-0.12450229
11,-2.27E-05,7.13E-06,3.24E-05,-0.00776593,-0.02472294,-0.035260975,-34.079998,-37.559998,3,-9.814133,-0.4956149,-0.09337672
12,3.05E-05,2.88E-06,-1.07E-05,-0.003489873,0.036974452,0.01299738,-33.96,-36.78,4.2,-9.962578,-0.3328042,-0.07901107
13,3.41E-05,2.31E-06,3.55E-07,-0.002879008,0.04247224,-0.000441656,-33.78,-35.64,4.38,-9.888355,-0.43096948,-0.36632404
14,1.97E-05,1.71E-05,2.14E-06,-0.023037562,0.026589742,-0.002885117,-33.54,-35.76,3.8999999,-9.938635,-0.6249057,-0.31843856
