,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,-7.40E-06,7.42E-06,-2.57E-06,-0.01559539,-0.015553851,0.005394551,-8.82,7.08,4.56,-0.6296943,5.8180876,7.867587
2,-1.37E-05,5.57E-05,-1.45E-05,-0.055912495,-0.013721256,0.014557529,-8.82,7.3199997,4.2,-0.6273,5.810905,7.822096
3,-1.31E-05,8.85E-06,-1.17E-05,-0.013762794,-0.020440772,0.018222721,-8.7,7.02,3.72,-0.6344828,5.751048,8.008849
4,-2.59E-05,1.87E-05,-5.79E-06,-0.025369234,-0.03510154,0.007838012,-8.88,7.3799996,3.9599998,-0.6105401,5.7366824,8.023215
5,-3.50E-05,5.67E-05,-2.04E-06,-0.04797125,-0.029603751,0.00172936,-8.76,6.72,2.8799999,-0.5458947,5.786962,7.8316727
6,1.11E-05,1.41E-05,1.56E-06,-0.022925772,0.018043738,-0.002546697,-9.179999,6.8999996,3.48,-0.61293435,5.767808,8.030397
7,-4.68E-05,0.000107228,-3.57E-05,-0.07484932,-0.032658078,0.02494224,-8.34,7.7999997,4.14,-0.61293435,5.7390766,8.20518
8,-0.000142137,0.000129482,-7.88E-05,-0.062021147,-0.06808826,0.03777041,-9,7.2599998,3.78,-0.62251145,5.6983743,8.013638
9,-0.00011886,-0.000108524,-5.04E-05,0.05770844,-0.06320134,0.026774833,-9.54,7.44,3.72,-0.5554718,5.6792197,8.322499
10,-7.23E-05,-6.61E-05,-2.29E-05,0.045491133,-0.049762305,0.01577926,-9.059999,7.98,3.8999999,-0.6273,5.724711,8.135746
11,-3.21E-06,-8.53E-06,-4.15E-06,0.018613065,-0.007001738,0.009059742,-8.88,7.44,4.08,-0.53392327,5.724711,7.970541
12,9.13E-07,-7.37E-07,-3.27E-06,0.002730568,0.003382972,0.012114069,-9,6.72,3,-0.4644893,5.7606254,7.8915296
13,1.11E-05,1.86E-05,5.07E-06,-0.02720183,0.01621114,-0.007433619,-7.7999997,7.3199997,3.6599998,-0.47885495,5.7175283,7.987301
14,1.98E-05,6.69E-05,1.51E-05,-0.054690767,0.01621114,-0.012320542,-8.28,6.8999996,3.3,-0.5961744,5.7630196,7.8340673
15,7.65E-05,4.29E-05,1.43E-05,-0.035143077,0.062636904,-0.011709676,-8.4,6.66,3.1799998,-0.531529,5.727105,8.133351
16,2.65E-06,-1.13E-06,4.79E-07,0.004563164,0.010713355,-0.001935832,-8.34,7.74,3.72,-0.57223165,5.7366824,8.169266
17,6.89E-07,-7.75E-07,-2.59E-07,0.005174028,0.004604702,0.00172936,-8.76,8.5199995,4.56,-0.5961744,5.7893567,8.243488
18,2.92E-05,-5.24E-05,1.89E-05,0.050988924,0.028428448,-0.018429194,-7.98,7.08,3.12,-0.59378016,5.786962,8.169266
19,8.50E-05,-0.000322643,2.13E-05,0.12184929,0.03209364,-0.008044484,-6.3599997,5.52,1.92,-0.5363176,5.774991,8.327288
20,0.000358262,-0.00023354,3.33E-05,0.07786699,0.119447365,-0.011098811,-6.42,5.16,1.56,-0.6177229,5.7534423,8.174054
21,5.43E-05,-3.04E-05,7.12E-06,0.026554313,0.04736527,-0.006211889,-6.18,5.3399997,1.56,-0.55786604,5.791751,7.6018224
22,-3.34E-05,-7.49E-06,1.64E-06,0.00883922,-0.039377593,-0.001935832,-6.8399997,5.22,2.04,-0.5889916,5.7965393,7.905895
23,-0.000502068,0.000193703,-0.000103139,-0.057134226,-0.1481116,0.030440025,-6.6,5.04,2.28,-0.83081335,5.727105,7.745479
24,-7.73E-05,-6.79E-05,-4.48E-05,0.044269405,-0.05037317,0.029218296,-6.48,5.46,2.1599998,-0.5889916,5.813299,8.157294
25,-5.99E-05,-3.48E-05,-3.67E-05,0.027165178,-0.046707977,0.02860743,-6.2999997,5.46,2.22,-0.52913475,5.7534423,8.195602
26,7.54E-06,-3.22E-06,-4.03E-06,0.008228354,0.01926547,0.010281473,-6.12,5.46,2.22,-0.6249057,5.8324533,7.9753294
27,-9.84E-06,-3.49E-05,1.69E-06,0.039993346,-0.011277794,-0.001935832,-7.2,5.2799997,2.46,-0.5698374,5.9186473,7.929838
28,9.81E-06,-5.87E-06,-2.06E-06,0.011893546,0.019876333,0.004172821,-6.66,4.92,1.26,-0.600963,5.899493,7.8532214
