,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,9.63E-09,4.32E-09,4.23E-09,-0.000279776,0.000623693,-0.000273668,-77.58,-29.34,-87.6,0.19393626,8.6433325,4.3168774
2,9.97E-09,4.47E-09,-5.39E-09,-0.000279776,0.000623693,0.000337198,-77.52,-29.279999,-87.72,0.18675344,8.6433325,4.336032
3,-8.96E-09,4.19E-09,4.10E-09,-0.000279776,-0.000598037,-0.000273668,-77.34,-28.92,-88.38,0.18196489,8.648121,4.336032
4,1.16E-10,-2.98E-09,2.47E-09,0.000331089,1.28E-05,-0.000273668,-77.46,-29.099998,-88.5,0.17717634,8.628966,4.336032
5,9.25E-11,-2.39E-09,1.97E-09,0.000331089,1.28E-05,-0.000273668,-77.159996,-29.519999,-88.38,0.18914771,8.648121,4.3456087
6,1.16E-10,-2.98E-09,2.47E-09,0.000331089,1.28E-05,-0.000273668,-76.5,-29.22,-87.9,0.19633053,8.6433325,4.333637
7,-8.96E-09,4.19E-09,4.10E-09,-0.000279776,-0.000598037,-0.000273668,-76.68,-29.22,-87.78,0.18914771,8.648121,4.333637
8,8.43E-11,1.84E-09,1.80E-09,-0.000279776,1.28E-05,-0.000273668,-77.7,-28.859999,-87.9,0.19633053,8.6433325,4.348003
9,1.16E-10,-2.98E-09,2.47E-09,0.000331089,1.28E-05,-0.000273668,-77.52,-29.34,-87.9,0.18435916,8.636149,4.350397
10,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.64,-29.58,-87.6,0.18675344,8.652909,4.3456087
11,9.63E-09,4.32E-09,4.23E-09,-0.000279776,0.000623693,-0.000273668,-77.759995,-30.119999,-87.54,0.19154198,8.645726,4.3168774
12,-9.30E-09,4.35E-09,-5.24E-09,-0.000279776,-0.000598037,0.000337198,-77.46,-29.58,-87.299995,0.1987248,8.633755,4.336032
13,1.18E-10,2.57E-09,-3.10E-09,-0.000279776,1.28E-05,0.000337198,-77.46,-29.519999,-87.78,0.18435916,8.648121,4.352792
14,9.43E-11,2.06E-09,-2.48E-09,-0.000279776,1.28E-05,0.000337198,-76.619995,-29.699999,-88.14,0.18914771,8.640938,4.348003
15,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.4,-29.279999,-87.299995,0.19154198,8.6433325,4.3432145
16,9.63E-09,4.32E-09,4.23E-09,-0.000279776,0.000623693,-0.000273668,-77.52,-29.099998,-87.24,0.21787901,8.636149,4.338426
17,-1.11E-08,5.18E-09,1.64E-08,-0.000279776,-0.000598037,-0.000884533,-77.1,-29.58,-87.36,0.17957062,8.626573,4.328849
18,-9.30E-09,4.35E-09,-5.24E-09,-0.000279776,-0.000598037,0.000337198,-76.799995,-30.06,-88.259995,0.20111908,8.660092,4.3216662
19,-8.96E-09,4.19E-09,4.10E-09,-0.000279776,-0.000598037,-0.000273668,-77.04,-29.58,-87.9,0.18435916,8.628966,4.331243
20,1.16E-10,-2.98E-09,2.47E-09,0.000331089,1.28E-05,-0.000273668,-77.64,-29.46,-88.2,0.19633053,8.631361,4.336032
21,-9.23E-09,-5.11E-09,4.23E-09,0.000331089,-0.000598037,-0.000273668,-77.46,-29.76,-88.14,0.19393626,8.648121,4.336032
22,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.34,-29.64,-87.72,0.19633053,8.626573,4.3264546
23,1.02E-08,-5.43E-09,-5.53E-09,0.000331089,0.000623693,0.000337198,-77.1,-29.22,-87.54,0.19393626,8.640938,4.3408203
24,2.50E-10,5.44E-09,1.72E-08,-0.000279776,1.28E-05,-0.000884533,-77.1,-29.699999,-88.32,0.18914771,8.640938,4.328849
25,-9.56E-09,-5.29E-09,-5.39E-09,0.000331089,-0.000598037,0.000337198,-77.46,-29.76,-88.259995,0.18435916,8.645726,4.3216662
26,1.18E-10,2.57E-09,-3.10E-09,-0.000279776,1.28E-05,0.000337198,-77.7,-29.4,-88.14,0.21548474,8.6433325,4.331243
27,1.27E-10,-3.28E-09,-3.34E-09,0.000331089,1.28E-05,0.000337198,-77.4,-29.519999,-87.9,0.19154198,8.640938,4.314483
28,-7.44E-09,3.48E-09,-4.19E-09,-0.000279776,-0.000598037,0.000337198,-77.46,-29.76,-88.56,0.20590763,8.6433325,4.331243
29,1.16E-10,-2.98E-09,2.47E-09,0.000331089,1.28E-05,-0.000273668,-77.159996,-30.119999,-88.5,0.18914771,8.640938,4.3264546
30,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.1,-29.279999,-87.72,0.18196489,8.633755,4.3264546
31,7.92E-09,-4.21E-09,3.48E-09,0.000331089,0.000623693,-0.000273668,-77.52,-29.76,-87.6,0.18196489,8.640938,4.3264546
32,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.759995,-29.699999,-87.299995,0.1987248,8.645726,4.328849
33,-9.56E-09,-5.29E-09,-5.39E-09,0.000331089,-0.000598037,0.000337198,-77.82,-29.34,-87.479996,0.20351335,8.655303,4.3408203
34,8.43E-11,1.84E-09,1.80E-09,-0.000279776,1.28E-05,-0.000273668,-77.82,-29.58,-87.9,0.17957062,8.645726,4.333637
35,1.27E-10,-3.28E-09,-3.34E-09,0.000331089,1.28E-05,0.000337198,-77.64,-29.519999,-88.02,0.19633053,8.6433325,4.333637
36,8.43E-11,1.84E-09,1.80E-09,-0.000279776,1.28E-05,-0.000273668,-77.939995,-29.58,-87.659996,0.18196489,8.6433325,4.3408203
37,-8.96E-09,4.19E-09,4.10E-09,-0.000279776,-0.000598037,-0.000273668,-77.46,-29.76,-87.78,0.19633053,8.636149,4.352792
38,1.27E-10,-3.28E-09,-3.34E-09,0.000331089,1.28E-05,0.000337198,-77.28,-29.82,-88.08,0.21069619,8.636149,4.364763
39,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.22,-29.279999,-87.78,0.19633053,8.636149,4.336032
40,1.05E-10,2.30E-09,2.25E-09,-0.000279776,1.28E-05,-0.000273668,-77.4,-29.34,-88.2,0.2083019,8.645726,4.3216662
41,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.64,-28.98,-87.9,0.19633053,8.628966,4.309695
42,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.82,-29.22,-87.659996,0.20351335,8.648121,4.336032
43,-9.06E-09,4.25E-09,-5.80E-09,-0.000273057,-0.000581544,0.000372628,-77.46,-29.22,-87.84,0.18435916,8.660092,4.328849
44,8.18E-09,-4.32E-09,3.05E-09,0.000337808,0.000640187,-0.000238237,-77.22,-29.46,-88.08,0.1987248,8.638543,4.3264546
45,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.82,-29.34,-87.84,0.20351335,8.6433325,4.336032
46,5.49E-10,5.11E-09,1.59E-08,-0.000273057,2.93E-05,-0.000849103,-77.64,-29.58,-87.479996,0.18435916,8.652909,4.3240604
47,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.46,-29.58,-87.72,0.20351335,8.652909,4.3408203
48,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.28,-29.82,-88.32,0.19393626,8.640938,4.3240604
49,2.04E-10,-2.35E-09,1.66E-09,0.000337808,2.93E-05,-0.000238237,-77.28,-29.76,-88.08,0.20351335,8.645726,4.3240604
50,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.52,-29.58,-87.96,0.19393626,8.636149,4.3264546
51,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.4,-29.699999,-88.08,0.2083019,8.652909,4.350397
52,-7.25E-09,3.40E-09,-4.64E-09,-0.000273057,-0.000581544,0.000372628,-76.92,-29.88,-88.14,0.17957062,8.636149,4.352792
53,-9.38E-09,-5.45E-09,-6.01E-09,0.000337808,-0.000581544,0.000372628,-76.86,-29.34,-88.14,0.19393626,8.650515,4.328849
54,1.79E-10,1.67E-09,1.45E-09,-0.000273057,2.93E-05,-0.000238237,-77.52,-29.34,-88.08,0.18435916,8.633755,4.328849
55,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.939995,-29.82,-87.9,0.19633053,8.640938,4.333637
56,1.02E-08,-5.40E-09,3.81E-09,0.000337808,0.000640187,-0.000238237,-77.82,-29.64,-87.96,0.18914771,8.655303,4.3216662
57,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.34,-29.46,-87.6,0.18675344,8.652909,4.336032
58,-9.06E-09,4.25E-09,-5.80E-09,-0.000273057,-0.000581544,0.000372628,-77.1,-29.519999,-87.36,0.18196489,8.638543,4.333637
59,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.28,-29.76,-86.939995,0.21787901,8.650515,4.3216662
60,9.88E-09,4.21E-09,3.68E-09,-0.000273057,0.000640187,-0.000238237,-77.7,-29.82,-87.24,0.1987248,8.6433325,4.3264546
61,3.10E-10,-3.57E-09,-3.94E-09,0.000337808,2.93E-05,0.000372628,-77.46,-29.519999,-87.6,0.18435916,8.626573,4.336032
62,8.48E-09,3.62E-09,-4.94E-09,-0.000273057,0.000640187,0.000372628,-77.28,-29.64,-88.02,0.1987248,8.645726,4.331243
63,3.10E-10,-3.57E-09,-3.94E-09,0.000337808,2.93E-05,0.000372628,-76.259995,-29.099998,-87.84,0.20111908,8.645726,4.328849
64,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-75.96,-29.76,-87.42,0.20111908,8.633755,4.3240604
65,2.04E-10,-2.35E-09,1.66E-09,0.000337808,2.93E-05,-0.000238237,-76.56,-30,-87.42,0.1987248,8.640938,4.333637
66,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-76.92,-30.24,-87.36,0.1987248,8.636149,4.3408203
67,2.28E-10,2.12E-09,-2.89E-09,-0.000273057,2.93E-05,0.000372628,-77.4,-30.119999,-87.299995,0.20351335,8.6433325,4.328849
68,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.759995,-29.58,-88.5,0.18196489,8.6433325,4.3432145
69,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.88,-29.22,-88.56,0.18675344,8.640938,4.3408203
70,8.18E-09,-4.32E-09,3.05E-09,0.000337808,0.000640187,-0.000238237,-77.22,-28.859999,-88.259995,0.19154198,8.660092,4.331243
71,-9.38E-09,-5.45E-09,-6.01E-09,0.000337808,-0.000581544,0.000372628,-77.28,-28.92,-87.6,0.1699935,8.662486,4.3456087
72,3.10E-10,-3.57E-09,-3.94E-09,0.000337808,2.93E-05,0.000372628,-77.34,-29.519999,-87.54,0.20590763,8.648121,4.331243
73,-7.25E-09,3.40E-09,-4.64E-09,-0.000273057,-0.000581544,0.000372628,-77.7,-29.699999,-88.08,0.19154198,8.645726,4.3408203
74,9.88E-09,4.21E-09,3.68E-09,-0.000273057,0.000640187,-0.000238237,-77.64,-29.76,-88.08,0.20590763,8.657698,4.3264546
75,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.52,-29.46,-87.84,0.17957062,8.645726,4.3192716
76,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.22,-29.64,-87.84,0.20590763,8.657698,4.3240604
77,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.4,-29.939999,-87.9,0.1987248,8.638543,4.3408203
78,-6.69E-09,3.14E-09,2.74E-09,-0.000273057,-0.000581544,-0.000238237,-77.4,-30,-88.08,0.21787901,8.6433325,4.336032
79,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.1,-30,-87.6,0.17717634,8.640938,4.3432145
80,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.22,-29.699999,-87.6,0.19154198,8.6433325,4.331243
81,2.28E-10,2.12E-09,-2.89E-09,-0.000273057,2.93E-05,0.000372628,-77.64,-29.82,-87.78,0.19154198,8.6433325,4.3240604
82,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.22,-29.82,-87.54,0.17717634,8.638543,4.3456087
83,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-76.979996,-29.519999,-88.2,0.18196489,8.636149,4.333637
84,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-76.92,-29.46,-88.08,0.18196489,8.6433325,4.348003
85,-1.43E-08,6.73E-09,-2.42E-08,-0.000273057,-0.000581544,0.000983493,-77.28,-29.699999,-88.02,0.1987248,8.645726,4.3240604
86,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.82,-29.46,-87.72,0.18675344,8.645726,4.3216662
87,-8.36E-09,3.92E-09,3.42E-09,-0.000273057,-0.000581544,-0.000238237,-77.52,-29.16,-87.72,0.19154198,8.626573,4.336032
88,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.28,-29.099998,-87.96,0.20111908,8.655303,4.3240604
89,2.28E-10,2.12E-09,-2.89E-09,-0.000273057,2.93E-05,0.000372628,-77.28,-29.939999,-88.08,0.1987248,8.636149,4.3168774
90,2.55E-10,-2.94E-09,2.07E-09,0.000337808,2.93E-05,-0.000238237,-77.52,-29.82,-88.32,0.18914771,8.638543,4.3264546
91,2.28E-10,2.12E-09,-2.89E-09,-0.000273057,2.93E-05,0.000372628,-77.64,-29.46,-88.08,0.18196489,8.645726,4.350397
92,2.24E-10,2.08E-09,1.82E-09,-0.000273057,2.93E-05,-0.000238237,-77.28,-29.4,-88.56,0.1987248,8.638543,4.3240604
93,1.09E-08,-5.77E-09,-6.36E-09,0.000337808,0.000640187,0.000372628,-77.22,-29.88,-88.38,0.17957062,8.636149,4.338426
94,2.28E-10,2.12E-09,-2.89E-09,-0.000273057,2.93E-05,0.000372628,-77.159996,-29.88,-88.08,0.21548474,8.638543,4.336032
95,5.49E-10,5.11E-09,1.59E-08,-0.000273057,2.93E-05,-0.000849103,-76.92,-29.34,-88.32,0.19393626,8.631361,4.333637
96,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-76.979996,-29.22,-87.78,0.18675344,8.640938,4.348003
97,2.85E-10,2.65E-09,-3.62E-09,-0.000273057,2.93E-05,0.000372628,-77.04,-29.22,-88.2,0.19633053,8.648121,4.348003
