,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,0.000249906,-0.000158791,-0.000100244,0.06362358,0.10014235,0.040176503,-0.36061096,-8.21344,10.215378,-2.0086489,1.2521136,-9.36332
2,0.000265262,-0.000153933,-9.39E-05,0.05934753,0.10228038,0.036205884,0.6127093,-8.813198,9.1503525,-1.8482443,1.1084677,-9.277133
3,0.000126527,-0.000104028,-0.000140246,0.050184555,0.06104701,0.06766541,-0.5183358,-8.067339,8.994217,-1.9799197,1.1898671,-9.389655
4,0.001027786,-0.000128455,-0.000105012,0.028193425,0.22567505,0.023072291,0.63951397,-8.311943,10.788353,-1.9487964,1.2760546,-9.473449
5,0.001246337,1.94E-05,8.60E-05,-0.003876973,0.2498042,-0.017244782,-0.9669559,-7.1136074,9.313683,-1.6615045,1.2760546,-9.365714
6,0.001518533,1.47E-05,0.000101677,-0.002655244,0.27576596,-0.018466512,-0.44240594,-6.7586956,8.724434,-1.5346173,1.2497195,-9.483025
7,0.000142002,6.52E-05,1.54E-05,-0.036863666,0.08028925,-0.008692676,0.16408944,-7.8594685,9.469803,-1.5777111,1.1898671,-9.506966
8,0.000406193,6.19E-05,3.72E-05,-0.02159205,0.14168115,-0.012968729,0.14446902,-8.182615,10.201653,-1.5441937,1.1587437,-9.413596
9,0.000263159,1.27E-05,2.26E-05,-0.005404135,0.11174878,-0.009608973,-1.2389508,-8.928114,8.888023,-1.4747648,1.2664783,-9.514148
10,-0.001426206,0.000362115,0.000113641,-0.06679604,-0.26301673,-0.02090997,-0.5204358,-8.054108,11.182838,-1.2664783,0.97200406,-10.646557
11,-0.006371295,0.002121677,0.000909759,-0.18286034,-0.54829055,-0.07772039,1.2113893,-7.138296,10.167282,-0.533884,1.2233845,-9.159822
12,0.001844388,-0.000242331,-2.68E-05,0.039799854,0.30294943,0.004440916,0.40645933,-9.47827,9.211655,-2.2408764,1.5394055,-9.392049
13,-0.000159837,-7.68E-05,-1.03E-05,0.039799854,-0.08281163,0.005357212,-0.44540596,-6.7397957,11.851036,-1.455612,1.2880251,-9.626671
14,-0.000595595,-5.42E-05,-4.49E-05,0.015670698,-0.17230332,0.012993022,0.3032441,-8.335331,10.328514,-1.5250409,1.3071779,-9.463872
15,-0.002737584,0.00014854,-0.000125233,-0.020064887,-0.37022346,0.016963642,-0.696581,-8.238714,9.442879,-1.6591104,1.2018377,-9.511754
16,-0.00252654,0.000199009,-3.09E-06,-0.028006129,-0.35556275,0.000470295,-0.34219086,-7.8827343,10.734177,-1.8075445,1.26169,-9.356138
17,-0.003321126,6.66E-05,-0.000127999,-0.008153027,-0.4080971,0.01574191,-0.20153594,-8.368044,10.029587,-1.9033085,1.3047838,-9.454296
18,-0.003913967,0.000379129,4.79E-06,-0.041750584,-0.43100452,-0.000446002,-0.490031,-7.575535,9.068916,-2.0996244,1.2640841,-9.372897
19,-0.00269854,0.000316337,0.000206248,-0.042972315,-0.36625284,-0.027934916,1.9603393,-8.7357235,8.332108,-2.2743938,1.455612,-9.190945
20,-0.002477931,0.00018307,0.000416403,-0.025257237,-0.34090197,-0.05725642,0.14476895,-8.184505,9.889,-2.2408764,1.3383013,-9.29868
21,-0.001132331,0.000352956,0.000161977,-0.072293825,-0.23186263,-0.033127263,0.5003593,-7.8360844,9.929649,-2.3486106,1.3598481,-8.111206
22,-0.002908287,-0.001046122,-0.000135697,0.1299024,-0.3610605,0.01665821,0.54678416,-7.0116844,10.835808,-2.547321,1.9248554,-9.365714
23,-0.001140047,0.000437848,0.000143045,-0.08848174,-0.23033546,-0.028851211,1.238944,-6.6417694,11.023628,-2.0756836,1.3215425,-8.695367
24,0.000616578,-3.66E-05,-8.28E-06,0.010172916,0.1713081,0.002302889,2.688289,-7.6977844,10.651833,-2.4108574,1.3670304,-9.339379
25,0.002413239,-8.53E-05,7.31E-05,0.012310942,0.347848,-0.01052527,-0.29456592,-7.065893,10.389679,-2.4659216,1.2257785,-9.169398
26,0.005777912,-6.29E-05,0.000139348,0.005896862,0.5384378,-0.012968729,1.0816691,-6.4985046,9.333481,-2.3103054,1.3406953,-9.293891
27,0.005024549,0.000711934,0.000113271,-0.070766665,0.49964786,-0.011441568,-0.24871087,-9.187719,9.905083,-1.9464022,1.3191484,-9.595548
28,0.002412089,0.001367527,0.000281624,-0.1834712,0.32371885,-0.03801418,-0.20333588,-8.356705,11.90554,-1.8266973,1.405336,-9.645824
29,0.002415712,0.00149464,0.000244917,-0.19324504,0.31241783,-0.031905536,-0.6769608,-7.9155693,8.711037,-1.7069924,1.5465877,-9.494996
30,0.000782721,0.000706872,3.96E-05,-0.1541497,0.17069723,-0.008692676,-0.153911,-7.5512047,9.685089,-1.8865498,1.6423517,-8.918018
31,-0.002770333,-0.003308597,-0.002643029,0.32996058,-0.27553946,0.2628367,1.5771642,-6.6306705,9.4511795,-1.9918901,2.0301957,-9.236433
32,-0.004042103,-0.002255903,-0.001266336,0.23100051,-0.41328946,0.12905732,-1.397576,-8.776344,8.6048355,-1.5202527,0.85229915,-10.744715
33,0.00129066,0.002903305,0.000641466,-0.35206985,0.15664732,-0.078025825,-0.7813759,-6.76507,11.078529,-2.7747605,1.5729228,-9.437537
34,0.000158649,0.00036731,1.94E-05,-0.13002053,0.056160092,-0.006860082,-0.27626586,-9.68425,9.048729,-1.8793675,1.6710808,-8.099236
35,-0.000388988,-0.000493589,-5.51E-05,0.13570562,-0.10694078,0.015131048,0.1176641,-8.68387,8.56366,-1.7859976,1.4460356,-8.781554
36,-0.001767904,-0.001915858,4.11E-05,0.2658198,-0.24530165,-0.005943785,-0.6312859,-7.086443,10.398827,-1.8650029,1.3766067,-9.98818
37,-0.000161943,1.45E-05,-1.43E-06,-0.007847594,-0.08769855,0.000775727,-1.5762708,-8.944883,9.522491,-1.9440081,1.5489819,-9.767923
38,-0.000151844,9.16E-05,-2.57E-05,-0.0484701,-0.08036817,0.013603886,0.5298641,-7.351841,8.753708,-1.8769734,1.551376,-9.183763
