,roll,pitch,yaw,x,y,z,x,y,z,x,y,z
1,-1.80E-07,-2.72E-08,-3.71E-08,0.000435512,-0.00288392,0.00059416,5.90212,-16.147655,31.313065,-5.331658,5.9972177,-5.532762
2,-1.23E-06,-7.18E-08,-4.00E-07,0.000435512,-0.007465405,0.002426754,6.380065,-13.666188,31.990067,-5.377146,6.0283403,-5.527974
3,-2.55E-07,4.25E-08,-2.69E-07,-0.000480785,-0.00288392,0.003037619,3.573235,-15.798754,31.608147,-5.362781,6.013976,-5.4729095
4,9.88E-07,2.56E-06,-1.57E-06,-0.009949189,0.003835592,0.006091942,5.64118,-14.858614,31.208755,-5.3460226,6.035523,-5.4944563
5,4.33E-07,-5.41E-07,1.90E-07,0.004406132,0.00353016,-0.001543867,6.2577105,-15.799233,31.353714,-5.3220816,6.0259466,-5.482486
6,-1.09E-07,-9.15E-07,4.50E-07,0.006238727,-0.000745893,-0.003071029,5.443465,-15.354078,32.23294,-5.3029284,6.0283403,-5.4178457
7,2.91E-07,-2.57E-07,-2.72E-07,0.002573539,0.002919295,0.002732187,5.15392,-14.554953,32.366585,-5.3412347,5.9972177,-5.480092
8,-2.85E-07,6.41E-08,-1.23E-07,-0.000786217,-0.003494785,0.001510457,4.3774147,-13.454059,33.34542,-5.3651757,6.011582,-5.5183973
9,5.25E-07,1.81E-06,-3.65E-07,-0.009032891,0.002613862,0.001815889,6.1748652,-14.337873,30.95707,-5.3699636,6.0235524,-5.527974
10,-8.29E-07,1.16E-06,-3.73E-07,-0.006589432,-0.004716514,0.002121321,3.4314098,-18.25589,31.547302,-5.3460226,6.0474935,-5.530368
11,-5.12E-07,-1.41E-08,-2.30E-07,0.00013008,-0.004716514,0.002121321,5.17204,-14.222359,33.198044,-5.310111,6.0259466,-5.475304
12,5.47E-08,1.19E-07,1.94E-07,-0.001702515,0.000781269,-0.002765597,5.967865,-14.998219,31.800018,-5.310111,6.0283403,-5.4465747
13,2.16E-07,-7.17E-07,1.97E-07,0.005627862,0.001697565,-0.001543867,6.7635403,-15.773133,30.558342,-5.314899,6.0235524,-5.475304
14,3.83E-07,-2.46E-07,-3.30E-07,0.002268106,0.00353016,0.003037619,5.2560854,-15.691278,32.344048,-5.3915105,6.0235524,-5.477698
15,-1.21E-06,3.73E-06,-1.25E-06,-0.012698079,-0.004105649,0.004259349,3.4435148,-15.1589575,30.774345,-5.3915105,6.035523,-5.5399446
16,1.57E-06,1.51E-06,-6.64E-07,-0.006894865,0.007195347,0.003037619,4.79863,-14.905263,32.013275,-5.331658,6.0690403,-5.48488
17,6.22E-07,-3.60E-07,-5.96E-07,0.002573539,0.004446457,0.004259347,6.0797653,-15.972499,31.489723,-5.3436284,6.0450997,-5.4369984
18,-1.01E-07,-1.92E-07,2.52E-07,0.002573539,-0.001356758,-0.003376461,6.8390203,-14.461653,30.757545,-5.3029284,6.0187645,-5.4657273
19,2.12E-06,-1.54E-06,2.91E-07,0.006544159,0.009027942,-0.001238435,5.9202404,-15.815059,32.144516,-5.334052,6.0283403,-5.499245
20,5.77E-07,-3.87E-07,-1.09E-07,0.003184403,0.004751889,0.000899592,5.28484,-15.202308,31.949753,-5.357993,6.0235524,-5.5160036
21,-5.69E-07,8.10E-07,-3.72E-08,-0.006284,-0.004411082,0.000288728,5.3508854,-14.054764,32.124054,-5.3460226,6.0474935,-5.5447326
22,-2.75E-07,1.71E-06,-9.26E-07,-0.008422026,-0.001356758,0.00456478,5.968615,-15.002944,31.018372,-5.3699636,6.0187645,-5.501639
23,-5.86E-07,2.12E-06,-1.11E-06,-0.009338323,-0.002578488,0.004870213,3.9563801,-14.953804,32.50515,-5.312505,6.0259466,-5.506427
24,6.35E-07,-4.67E-07,-3.24E-07,0.003489836,0.004751889,0.002426754,5.07964,-15.873994,30.916748,-5.3268695,6.0259466,-5.451363
25,-1.83E-07,8.63E-08,5.39E-07,-0.000786217,-0.001662191,-0.004903623,8.14696,-15.027633,31.871979,-5.3029284,6.0474935,-5.482486
26,1.07E-07,1.77E-07,1.88E-07,-0.002313379,0.001392133,-0.002460164,4.98274,-17.497278,33.325363,-5.3412347,6.0522814,-5.501639
27,-2.43E-07,1.29E-07,-2.20E-08,-0.001702515,-0.003189352,0.000288728,5.6218605,-15.183648,31.627953,-5.357993,6.059464,-5.504033
28,1.98E-06,-7.66E-07,8.75E-07,0.003489836,0.009027942,-0.003987326,4.4619102,-14.925814,32.02243,-5.357993,6.042705,-5.4657273
29,5.58E-07,-1.95E-07,2.89E-07,0.001657242,0.00475189,-0.002460164,3.7964349,-17.743534,31.612854,-5.3029284,6.033129,-5.4944563
30,-7.20E-08,3.71E-07,-2.34E-07,-0.003840541,-0.000745893,0.002426754,6.1269403,-15.152823,31.614227,-5.357993,6.0235524,-5.523186
31,1.85E-07,-2.31E-07,-2.44E-07,0.002878971,0.00230843,0.003037619,6.9679904,-15.096724,32.372993,-5.3268695,6.035523,-5.4968505
32,3.03E-07,-1.85E-07,-2.28E-07,0.001962673,0.003224728,0.002426754,4.189165,-16.735594,32.378426,-5.314899,6.05707,-5.4968505
33,2.97E-08,1.42E-06,-3.17E-07,-0.008116594,0.000170403,0.001815889,5.125615,-15.046758,32.291885,-5.307717,6.037917,-5.5375504
34,-2.36E-08,5.39E-08,1.02E-08,-0.001702515,-0.000745893,-0.000322138,6.0522103,-16.469028,30.63337,-5.33884,6.0522814,-5.48488
35,1.13E-08,-1.71E-07,1.23E-07,0.002573539,0.000170403,-0.001849299,4.283815,-15.098133,32.314766,-5.334052,6.042705,-5.4369984
36,-3.89E-07,-4.22E-07,1.38E-07,0.003795269,-0.003494785,-0.001238435,3.39634,-15.978633,30.649841,-5.3460226,6.0307345,-5.460939
37,4.47E-08,4.18E-07,1.57E-09,-0.004451406,0.000475836,-1.67E-05,5.6399803,-14.851053,32.459396,-5.334052,6.05707,-5.5136094
38,-9.76E-09,2.56E-07,1.78E-07,-0.003535109,-0.000135029,-0.002460164,5.3687353,-16.670284,31.25209,-5.3244753,6.0522814,-5.4872746
39,-3.13E-07,-5.72E-07,2.62E-07,0.004711565,-0.002578488,-0.002154731,4.57381,-15.900094,31.71212,-5.3220816,6.037917,-5.458545
40,-3.54E-07,-4.79E-07,6.73E-07,0.003489836,-0.002578488,-0.004903623,5.032465,-16.693668,30.792244,-5.3196874,6.040311,-5.4872746
41,-4.87E-07,-1.83E-07,5.08E-07,0.001657242,-0.004411082,-0.004598191,5.6389303,-14.844439,33.553703,-5.307717,6.0690403,-5.5160036
42,2.47E-07,-5.67E-08,1.18E-07,0.000740944,0.003224728,-0.001543867,5.3493853,-14.045314,33.687355,-5.360387,5.9948235,-5.475304
43,-9.59E-07,7.68E-07,-1.95E-07,-0.004756838,-0.005938244,0.001205024,6.25741,-15.797343,31.666367,-5.3651757,6.011582,-5.456151
44,-8.49E-07,-3.24E-07,3.52E-07,0.002268106,-0.005938244,-0.002460164,5.462785,-15.029043,31.813744,-5.331658,6.083405,-5.477698
45,1.04E-06,-9.34E-07,4.83E-07,0.005933295,0.006584483,-0.003071029,5.17324,-14.2299185,31.947395,-5.336446,6.0522814,-5.4393926
46,-2.67E-07,-6.40E-07,5.42E-07,0.004711565,-0.001967623,-0.003987326,5.17324,-14.2299185,31.947395,-5.3436284,6.037917,-5.453757
47,1.49E-06,-2.17E-06,1.38E-06,0.008682186,0.005973619,-0.005514488,5.124565,-15.040143,33.386192,-5.3220816,6.01637,-5.4681215
48,2.53E-06,-2.03E-06,3.90E-09,0.008682186,0.010860537,-1.67E-05,5.107945,-15.382189,30.991447,-5.3651757,6.037917,-5.4944563
49,2.63E-07,-6.68E-08,2.77E-07,0.000740944,0.002919295,-0.003071029,4.189465,-16.737484,32.065765,-5.3460226,6.037917,-5.527974
50,-1.27E-06,-3.85E-07,3.66E-07,0.002268106,-0.007465405,-0.002154731,4.004005,-14.136964,32.160652,-5.3412347,6.0187645,-5.5112157
51,-1.22E-07,-1.41E-07,1.34E-07,0.002268106,-0.001967623,-0.002154731,4.77856,-15.225573,33.214127,-5.3484163,6.0211587,-5.4920626
52,-1.53E-08,6.08E-07,-6.73E-08,-0.005367703,-0.000135029,0.00059416,4.264195,-15.421279,33.046616,-5.3172936,6.0211587,-5.4872746
53,4.37E-08,2.12E-07,3.38E-07,-0.002313379,0.000475836,-0.003681894,6.9691906,-15.104283,31.122353,-5.334052,6.0307345,-5.4657273
54,-4.68E-07,-1.70E-06,2.04E-06,0.007155024,-0.001967623,-0.008568811,3.5540648,-16.124733,31.871002,-5.336446,6.035523,-5.480092
55,2.59E-08,-7.17E-07,8.39E-07,0.004711565,0.000170403,-0.005514488,4.846855,-14.092203,31.043472,-5.355599,6.0546756,-5.482486
56,1.33E-06,7.11E-07,6.25E-07,-0.003840541,0.007195347,-0.003376461,5.853445,-16.957878,32.75187,-5.357993,6.0235524,-5.5351567
57,3.78E-07,-1.39E-08,3.94E-07,0.00013008,0.00353016,-0.003681894,6.5120354,-14.320157,30.478928,-5.3508105,6.011582,-5.4920626
58,-2.08E-06,-2.92E-06,8.54E-07,0.010514779,-0.007465405,-0.003071029,5.2384152,-16.026709,31.043602,-5.329264,6.0187645,-5.480092
59,-1.19E-06,-3.26E-06,4.18E-07,0.012041941,-0.004411082,-0.001543867,4.98484,-17.51051,31.136742,-5.3699636,5.9972177,-5.499245
60,1.20E-06,-1.19E-07,1.98E-07,0.000740944,0.00750078,-0.001238435,5.353735,-14.072719,29.153786,-5.3412347,6.035523,-5.508821
61,-1.05E-06,-6.88E-07,2.26E-07,0.004711565,-0.007159973,-0.001543867,6.8379703,-14.455038,31.851845,-5.3460226,6.0211587,-5.5423384
62,-1.56E-06,-9.20E-07,1.02E-06,0.004406132,-0.007465405,-0.004903623,4.2385902,-15.930094,30.157974,-5.3268695,6.033129,-5.5207915
63,9.89E-08,-2.54E-08,1.26E-07,0.000435512,0.001697565,-0.002154731,5.9504952,-15.335539,30.186928,-5.3651757,5.9972177,-5.4920626
64,-6.43E-08,-3.27E-07,2.91E-07,0.003795269,-0.000745893,-0.003376461,5.64118,-14.858614,31.208755,-5.3196874,5.9972177,-5.48488
65,4.55E-07,-8.30E-07,6.69E-07,0.00532243,0.002919295,-0.004292758,5.1053953,-15.366123,33.649063,-5.3436284,6.01637,-5.4681215
66,2.97E-07,-1.15E-06,8.59E-07,0.006544159,0.001697565,-0.004903623,3.761365,-15.466278,30.715393,-5.353205,6.011582,-5.477698
67,1.24E-07,-9.39E-07,7.28E-07,0.005933295,0.000781269,-0.004598191,7.0992103,-15.745969,31.643494,-5.329264,6.0235524,-5.52558
68,-3.39E-07,-1.16E-06,5.49E-07,0.007765889,-0.002273055,-0.003681894,6.3513103,-14.155158,32.38436,-5.3747516,6.011582,-5.5351567
69,9.33E-07,3.41E-06,-1.85E-06,-0.011781782,0.003224728,0.006397375,3.3299952,-17.124289,30.7882,-5.362781,5.987641,-5.5638857
70,-1.06E-06,3.86E-06,-1.85E-06,-0.012698079,-0.003494785,0.006091942,6.2845154,-15.297978,32.991714,-5.3962984,5.9565177,-5.5160036
71,-2.15E-07,2.47E-06,-1.84E-07,-0.012087215,-0.001051326,0.000899592,5.948995,-15.326089,31.750221,-5.33884,6.042705,-5.4896684
72,1.02E-07,-6.58E-07,-4.78E-07,0.005016998,0.000781269,0.003648483,5.39806,-13.235088,32.24855,-5.3268695,6.042705,-5.43221
73,-1.87E-08,-6.95E-07,5.95E-07,0.005016998,-0.000135029,-0.004292758,6.714115,-16.578632,32.778793,-5.362781,6.009188,-5.4489684
74,2.50E-07,-2.20E-07,1.06E-07,0.002573539,0.002919295,-0.001238435,6.4164853,-15.951948,31.480576,-5.3508105,5.9948235,-5.508821
75,4.68E-07,-6.65E-07,-2.00E-07,0.005016998,0.00353016,0.001510457,4.0514803,-13.319179,31.972496,-5.3196874,6.011582,-5.508821
76,5.36E-07,8.41E-07,-8.60E-07,-0.00506227,0.003224728,0.005175646,5.99617,-14.506413,31.874718,-5.3675694,5.9972177,-5.556703
77,-6.74E-07,8.81E-07,-6.49E-07,-0.005367703,-0.004105649,0.003953914,6.285715,-15.305538,31.741066,-5.362781,6.0043993,-5.5686736
78,-1.55E-06,1.51E-07,-8.19E-07,-0.000786217,-0.00807627,0.004259347,6.078265,-15.963049,33.053024,-5.3196874,6.009188,-5.501639
79,2.82E-06,3.10E-06,-2.00E-06,-0.009949189,0.009027942,0.006397373,6.287215,-15.314988,30.177773,-5.3220816,6.0043993,-5.4417863
80,4.94E-07,1.14E-07,-9.35E-08,-0.00109165,0.004751889,0.000899592,5.3300653,-14.370347,34.106544,-5.2981405,6.033129,-5.4657273
81,-2.20E-07,-2.33E-06,1.15E-06,0.011125645,-0.001051326,-0.005514488,5.99572,-14.503578,32.34371,-5.3460226,6.0283403,-5.4417863
82,8.22E-08,-4.96E-07,1.63E-07,0.004711565,0.000781269,-0.001543867,6.8104153,-14.951569,30.995499,-5.386722,6.0020056,-5.504033
83,1.03E-07,3.64E-07,-2.01E-07,-0.003840541,0.001086701,0.002121321,4.283815,-15.098133,32.314766,-5.37954,5.9948235,-5.551915
84,2.89E-07,1.04E-06,-6.15E-07,-0.007200297,0.002002998,0.004259349,5.1543703,-14.557788,31.89759,-5.336446,6.0307345,-5.5207915
85,-1.18E-07,1.64E-07,-1.29E-07,-0.002313379,-0.001662191,0.001815889,4.31362,-14.615778,30.826172,-5.355599,6.011582,-5.5183973
86,-8.90E-07,-1.16E-06,-3.22E-07,0.006544159,-0.005021947,0.001815889,4.5281353,-16.729218,30.024323,-5.3508105,6.0020056,-5.4705157
87,9.56E-07,1.01E-06,-9.78E-07,-0.005367703,0.005057321,0.005175646,2.9185152,-15.511039,31.832565,-5.3412347,6.0211587,-5.506427
88,-2.46E-07,1.80E-06,-7.16E-07,-0.009949189,-0.001356758,0.003953914,6.01579,-14.1832695,31.142876,-5.3220816,6.0283403,-5.5399446
89,-1.04E-07,-1.23E-07,-9.45E-08,0.001962673,-0.001662191,0.001510457,6.790345,-15.271878,32.196335,-5.305323,6.0187645,-5.480092
90,4.84E-07,-2.14E-07,-1.98E-07,0.001962673,0.004446457,0.001815889,6.0511603,-16.462414,31.727676,-5.357993,6.033129,-5.4944563
91,2.71E-07,-5.89E-07,-1.06E-07,0.005016998,0.00230843,0.000899592,5.032465,-16.693668,30.792244,-5.3460226,6.0259466,-5.4968505
92,4.11E-07,8.42E-07,-1.27E-07,-0.005978568,0.002919295,0.000899592,5.3312654,-14.377908,32.855904,-5.334052,6.006794,-5.5183973
93,-9.26E-07,-4.72E-07,1.38E-07,0.003184403,-0.006243676,-0.000933002,5.48989,-14.529678,33.13909,-5.336446,6.037917,-5.501639
94,-1.67E-06,-2.98E-06,2.50E-07,0.011125645,-0.006243676,-0.000933002,6.0797653,-15.972499,31.489723,-5.3196874,6.0283403,-5.4633336
95,6.23E-07,-1.21E-06,5.96E-07,0.006849591,0.00353016,-0.003376461,3.572935,-15.796864,31.9208,-5.314899,6.0187645,-5.4729095
96,-1.16E-07,1.18E-07,9.85E-10,-0.002007947,-0.001967623,-1.67E-05,5.0791903,-15.871159,31.385742,-5.314899,5.990035,-5.5423384
97,4.26E-07,5.75E-07,-1.04E-06,-0.003535109,0.002613862,0.006397375,3.9563801,-14.953804,32.50515,-5.381934,5.9948235,-5.504033
98,-1.60E-06,-1.80E-07,-7.35E-07,0.001046377,-0.009298,0.004259347,6.23854,-16.125214,31.61657,-5.37954,5.990035,-5.4872746
99,-2.48E-08,1.55E-06,-4.46E-07,-0.008422026,-0.000135029,0.002426754,4.55494,-16.227964,31.662315,-5.310111,6.083405,-5.530368
100,5.12E-08,3.47E-07,-4.25E-07,-0.003229676,0.000475836,0.003953914,7.3247805,-14.755864,31.163002,-5.329264,6.0235524,-5.4657273
101,4.97E-07,-5.26E-07,1.73E-07,0.004711565,0.004446457,-0.001543867,7.145635,-14.921569,32.549644,-5.3005347,6.01637,-5.4633336
102,2.90E-06,-3.97E-06,3.00E-07,0.012347372,0.009027942,-0.000933002,5.73433,-13.211704,32.708397,-5.331658,6.042705,-5.48488
103,5.07E-07,-2.24E-06,7.07E-08,0.010209348,0.00230843,-0.000322138,3.7791848,-15.131793,31.859497,-5.355599,6.0259466,-5.532762
104,-1.37E-06,1.57E-06,-1.24E-07,-0.007505729,-0.006549108,0.00059416,5.06032,-16.199028,31.335938,-5.3412347,6.033129,-5.5902205
105,-4.84E-07,1.79E-06,-1.10E-06,-0.008422026,-0.002273055,0.005175646,5.4427147,-15.349354,33.014595,-5.381934,6.0020056,-5.5423384
106,-4.25E-07,6.74E-07,-2.82E-07,-0.00506227,-0.003189352,0.002121321,5.52676,-16.818274,32.1606,-5.312505,6.011582,-5.475304
107,2.76E-08,9.86E-08,-1.23E-07,-0.001702515,0.000475836,0.002121321,6.304885,-14.979558,31.478218,-5.3172936,5.9948235,-5.453757
108,5.98E-07,-5.15E-08,2.91E-07,0.000435512,0.005057321,-0.002460164,4.66816,-14.260744,31.96112,-5.3484163,6.037917,-5.4872746
109,-7.69E-07,-1.17E-06,9.19E-07,0.006238727,-0.004105649,-0.004903623,4.264945,-15.426003,32.26496,-5.3268695,6.042705,-5.480092
110,1.54E-07,9.32E-07,1.32E-07,-0.006589432,0.001086701,-0.000933002,4.79788,-14.900538,32.79493,-5.355599,6.0259466,-5.5160036
111,2.95E-07,-9.27E-09,6.65E-08,0.00013008,0.004141024,-0.000933002,6.9393854,-15.586639,32.610954,-5.353205,6.033129,-5.5160036
112,9.52E-07,-1.05E-06,4.91E-07,0.005933295,0.005362754,-0.002765597,5.348635,-14.040589,34.469,-5.334052,6.0187645,-5.4729095
113,-3.01E-07,1.52E-06,-1.63E-07,-0.008422026,-0.001662191,0.000899592,5.1912403,-16.846382,30.919106,-5.3268695,6.013976,-5.5351567
114,-1.74E-08,-9.61E-07,-2.34E-07,0.007460457,-0.000135029,0.001815889,4.283065,-15.093409,33.09642,-5.33884,6.0283403,-5.4633336
115,6.14E-07,-5.24E-07,-4.20E-07,0.003795269,0.004446457,0.003037619,5.51026,-14.211259,31.625587,-5.3196874,6.037917,-5.508821
116,-8.56E-07,1.88E-06,-1.24E-07,-0.009032891,-0.004105649,0.00059416,5.874565,-16.644184,30.456718,-5.33884,6.0020056,-5.5399446
117,-1.12E-07,4.43E-07,2.95E-07,-0.004145973,-0.001051326,-0.002765597,4.7525053,-15.731554,30.794472,-5.3220816,6.0450997,-5.460939
118,2.04E-07,-1.24E-07,1.06E-09,0.001962673,0.003224728,-1.67E-05,6.33289,-14.485863,31.86557,-5.355599,6.035523,-5.4489684
119,3.01E-07,-3.59E-07,1.90E-07,0.003489836,0.002919295,-0.001849299,5.200795,-13.733389,32.80375,-5.353205,6.011582,-5.504033
120,5.37E-07,1.69E-07,4.08E-07,-0.001397082,0.004446457,-0.003376461,5.9504952,-15.335539,30.186928,-5.3220816,6.033129,-5.4944563
121,4.82E-07,3.59E-07,1.26E-07,-0.003535109,0.004751889,-0.001238435,6.416935,-15.954783,31.011581,-5.334052,6.035523,-5.5207915
122,-1.55E-06,-6.50E-06,1.16E-06,0.017234292,-0.004105649,-0.003071029,5.574385,-16.001434,31.816101,-5.314899,6.009188,-5.458545
123,6.19E-08,5.79E-07,5.58E-07,-0.004451406,0.000475836,-0.004292758,6.2097855,-16.614183,32.010864,-5.3172936,6.0307345,-5.5160036
124,2.24E-07,3.91E-06,-3.46E-07,-0.013614377,0.000781269,0.001205024,6.509035,-14.301257,33.60553,-5.3508105,6.0020056,-5.6141615
125,3.37E-07,1.06E-06,-7.68E-07,-0.006284,0.002002998,0.00456478,3.8259096,-14.309283,32.452988,-5.381934,5.9996114,-5.4920626
126,-1.86E-06,3.51E-08,4.31E-07,-0.000175353,-0.009298,-0.002154731,5.07889,-15.869268,31.698395,-5.353205,6.037917,-5.475304
127,1.02E-06,8.62E-07,3.67E-07,-0.00506227,0.005973619,-0.002154731,4.65034,-14.595228,30.817017,-5.2957463,6.0546756,-5.4657273
128,3.84E-07,-4.13E-07,3.51E-08,0.003795269,0.00353016,-0.000322138,5.4992056,-17.314804,31.304253,-5.3651757,6.0283403,-5.458545
129,3.13E-06,-1.36E-05,4.23E-06,0.024564667,0.005668187,-0.007652514,6.0908203,-12.868954,31.811066,-5.3029284,6.0020056,-5.425028
130,5.12E-06,-7.69E-06,2.19E-06,0.017234292,0.011471401,-0.004903623,4.005055,-14.1435795,31.066345,-5.3484163,6.01637,-5.527974
131,-1.98E-07,8.21E-07,-3.44E-08,-0.006894865,-0.001662191,0.000288728,6.210535,-16.618908,31.229218,-5.360387,6.006794,-5.623738
132,-1.60E-06,3.01E-06,-5.71E-07,-0.011170918,-0.005938244,0.002121321,3.873535,-13.492443,32.10849,-5.357993,6.0235524,-5.5662794
133,-1.44E-06,1.65E-06,-7.37E-07,-0.007505729,-0.006549108,0.00334305,5.237665,-16.021984,31.825249,-5.360387,5.987641,-5.4729095
134,2.01E-06,4.20E-07,3.23E-07,-0.002007947,0.009638806,-0.001543867,5.54608,-16.493238,31.741402,-5.3172936,6.0235524,-5.456151
135,-6.67E-07,-8.80E-07,9.68E-07,0.005016998,-0.003800217,-0.005514488,5.17429,-14.236533,30.853096,-5.329264,6.011582,-5.480092
136,-5.36E-07,-4.08E-06,2.76E-06,0.012652807,-0.001662191,-0.008568811,6.173365,-14.328423,32.52037,-5.331658,6.0474935,-5.4441805
137,8.47E-07,-2.48E-07,5.96E-07,0.001657242,0.005668187,-0.003987326,5.463085,-15.030933,31.501091,-5.3412347,6.0187645,-5.5136094
138,1.05E-06,-1.47E-06,1.95E-06,0.006238727,0.004446457,-0.008263379,3.8074899,-14.639988,31.934196,-5.3699636,6.0020056,-5.523186
139,1.53E-06,-1.37E-06,1.93E-06,0.005627862,0.00627905,-0.007957947,7.2410355,-13.288834,31.704338,-5.3675694,6.0283403,-5.5183973
140,-1.38E-07,-2.39E-07,1.79E-07,0.002878971,-0.001662191,-0.002154731,4.264945,-15.426003,32.26496,-5.362781,5.9996114,-5.5375504
141,-1.09E-06,-2.07E-07,2.55E-09,0.001351809,-0.007159973,-1.67E-05,6.0983353,-15.642739,31.85218,-5.334052,5.9996114,-5.5423384
142,2.29E-07,3.50E-07,-2.10E-07,-0.003535109,0.00230843,0.002121321,5.28514,-15.204198,31.6371,-5.355599,6.011582,-5.532762
143,-8.92E-09,-1.30E-07,1.63E-07,0.001962673,-0.000135029,-0.002460164,6.9245653,-15.940023,28.340248,-5.314899,6.0211587,-5.5160036
144,2.64E-07,1.50E-07,1.38E-07,-0.002007947,0.00353016,-0.001849299,3.8274097,-14.318733,30.889694,-5.312505,5.9948235,-5.504033
145,2.35E-07,-1.58E-07,1.24E-07,0.001962673,0.002919295,-0.001543867,4.622035,-15.087033,30.742317,-5.3412347,6.0020056,-5.480092
146,5.34E-07,-2.97E-06,1.55E-06,0.011125645,0.002002998,-0.00581992,5.256535,-15.694114,31.875053,-5.33884,6.0043993,-5.458545
147,1.53E-07,-4.49E-07,8.21E-07,0.003184403,0.001086701,-0.00581992,5.575135,-16.006159,31.034454,-5.3460226,6.0043993,-5.5351567
148,-5.51E-07,-2.65E-07,5.37E-07,0.002268106,-0.004716514,-0.004598191,4.7790103,-15.228408,32.745132,-5.357993,5.9996114,-5.547127
149,2.23E-07,4.09E-08,2.62E-07,-0.000480785,0.002613862,-0.003071029,4.57336,-15.897259,32.181114,-5.33884,5.9996114,-5.532762
150,-5.15E-07,-8.11E-07,7.92E-07,0.005016998,-0.003189352,-0.004903623,5.478835,-17.633224,32.81775,-5.3220816,6.009188,-5.530368
151,2.31E-07,-6.82E-07,8.32E-07,0.005016998,0.001697565,-0.006125352,6.510085,-14.307873,32.511223,-5.3412347,5.9948235,-5.527974
152,9.95E-07,1.19E-06,-1.40E-06,-0.005673135,0.004751889,0.006702806,5.1074953,-15.379354,31.460442,-5.3891163,5.961306,-5.5423384
153,-1.50E-06,8.03E-07,5.35E-07,-0.004145973,-0.007770838,-0.002765597,3.93751,-15.281673,32.455345,-5.3651757,5.9804587,-5.504033
154,-9.81E-08,5.69E-08,2.22E-07,-0.000786217,-0.001356758,-0.003071029,6.4350553,-15.622189,31.843025,-5.3172936,6.042705,-5.499245
155,1.18E-07,-5.44E-07,-6.44E-08,0.005016998,0.001086701,0.00059416,5.668735,-14.3620825,32.0651,-5.353205,5.992429,-5.499245
156,-5.31E-08,-6.05E-07,3.33E-07,0.005016998,-0.000440461,-0.002765597,6.8929605,-16.411037,31.704803,-5.331658,5.9565177,-5.506427
